user,event,date,interested,timestamp
1654935837,480579258,2012-04-27 21:41:02.227000+00:00,1,1335562862
1654935837,1197276466,2012-04-27 21:41:02.227000+00:00,0,1335562862
1654935837,3551837862,2012-04-27 21:41:02.227000+00:00,0,1335562862
1654935837,713488059,2012-04-27 21:41:02.227000+00:00,0,1335562862
2940917694,424436456,2012-05-24 04:02:29.999000+00:00,0,1337832149
2940917694,4041076230,2012-05-24 04:02:29.999000+00:00,0,1337832149
3780551356,1776131749,2012-06-06 07:13:36.562000+00:00,0,1338966816
3835637004,3025468453,2012-06-15 22:11:27.383000+00:00,0,1339798287
3835637004,1586739051,2012-06-22 21:27:27.637000+00:00,0,1340400447
3835637004,3656509214,2012-06-22 21:27:27.637000+00:00,1,1340400447
3835637004,1030253462,2012-06-22 21:27:27.637000+00:00,0,1340400447
3835637004,1699476673,2012-06-22 21:27:27.637000+00:00,0,1340400447
3835637004,1699476673,2012-06-23 03:31:23.103000+00:00,0,1340422283
3835637004,1586739051,2012-06-23 03:31:23.103000+00:00,0,1340422283
3835637004,3056563942,2012-06-23 03:31:23.103000+00:00,0,1340422283
3835637004,1030253462,2012-06-23 03:31:23.103000+00:00,0,1340422283
3835637004,1395200630,2012-06-23 03:31:23.103000+00:00,0,1340422283
3835637004,1525583872,2012-06-23 03:31:23.103000+00:00,1,1340422283
3835637004,108743814,2012-06-23 04:03:16.914000+00:00,1,1340424196
2895220130,3455574126,2012-06-27 01:17:15.728000+00:00,0,1340759835
2903662804,2780111738,2012-06-28 04:52:31.814000+00:00,0,1340859151
2903662804,3075707957,2012-06-28 04:52:31.814000+00:00,0,1340859151
2903662804,307263394,2012-06-28 04:52:31.814000+00:00,0,1340859151
2903662804,788496445,2012-06-28 04:52:31.814000+00:00,0,1340859151
2903662804,3576424973,2012-06-28 04:52:31.814000+00:00,1,1340859151
4239920443,307263394,2012-06-28 05:19:29.703000+00:00,0,1340860769
4239920443,2853909310,2012-06-28 05:19:29.703000+00:00,0,1340860769
4239920443,2780111738,2012-06-28 05:19:29.703000+00:00,0,1340860769
4239920443,3075707957,2012-06-28 05:19:29.703000+00:00,0,1340860769
4239920443,1305006038,2012-06-28 05:19:29.703000+00:00,1,1340860769
4239920443,1550707711,2012-06-28 05:19:33.728000+00:00,1,1340860773
4239920443,4219244481,2012-06-28 05:19:36.761000+00:00,0,1340860776
1104375072,1411410860,2012-07-03 03:07:58.811000+00:00,0,1341284878
1104375072,1896349766,2012-07-03 03:07:58.811000+00:00,1,1341284878
1104375072,1134576678,2012-07-03 03:07:58.811000+00:00,0,1341284878
1104375072,1550453353,2012-07-03 03:07:58.811000+00:00,0,1341284878
1104375072,1783539311,2012-07-03 03:07:58.811000+00:00,0,1341284878
1104375072,3540481566,2012-07-03 03:07:58.811000+00:00,0,1341284878
3410532659,167963595,2012-07-04 21:18:05.053000+00:00,0,1341436685
3410532659,2116051963,2012-07-04 21:18:05.053000+00:00,0,1341436685
3410532659,4186712466,2012-07-04 21:18:05.053000+00:00,1,1341436685
3410532659,2138889958,2012-07-04 21:18:05.053000+00:00,0,1341436685
3835637004,766696037,2012-07-04 22:26:59.315000+00:00,0,1341440819
3835637004,1778753558,2012-07-04 22:26:59.315000+00:00,0,1341440819
3835637004,878854939,2012-07-04 22:26:59.315000+00:00,0,1341440819
3835637004,1563203779,2012-07-04 22:26:59.315000+00:00,0,1341440819
3835637004,3890693055,2012-07-04 22:26:59.315000+00:00,1,1341440819
3835637004,3086681346,2012-07-04 22:26:59.315000+00:00,0,1341440819
2949537983,3064322102,2012-07-05 06:16:33.959000+00:00,0,1341468993
2949537983,2661235972,2012-07-05 06:16:33.959000+00:00,0,1341468993
4042546595,1379671569,2012-07-06 06:01:31.289000+00:00,1,1341554491
4042546595,4050748396,2012-07-06 06:01:31.289000+00:00,0,1341554491
4042546595,4262188500,2012-07-06 06:01:31.289000+00:00,0,1341554491
4042546595,996485731,2012-07-06 06:01:31.289000+00:00,0,1341554491
4042546595,1060440359,2012-07-06 06:01:31.289000+00:00,0,1341554491
4042546595,1642028556,2012-07-06 06:01:31.289000+00:00,0,1341554491
4042546595,2322243932,2012-07-06 06:01:46.882000+00:00,1,1341554506
3835637004,1047438940,2012-07-06 06:05:55.345000+00:00,0,1341554755
3835637004,1778753558,2012-07-06 06:05:55.345000+00:00,0,1341554755
3835637004,388159206,2012-07-06 06:05:55.345000+00:00,1,1341554755
3835637004,1002636124,2012-07-06 06:05:55.345000+00:00,0,1341554755
3835637004,766696037,2012-07-06 06:05:55.345000+00:00,0,1341554755
3835637004,2658489159,2012-07-06 06:05:55.345000+00:00,0,1341554755
3835637004,4004124974,2012-07-06 06:10:05.524000+00:00,1,1341555005
3835637004,1047438940,2012-07-07 00:44:15.096000+00:00,0,1341621855
3835637004,766696037,2012-07-07 00:44:15.096000+00:00,0,1341621855
3835637004,1778753558,2012-07-07 00:44:15.096000+00:00,0,1341621855
3835637004,826425232,2012-07-07 00:44:15.096000+00:00,0,1341621855
3835637004,2658489159,2012-07-07 00:44:15.096000+00:00,0,1341621855
3835637004,3993564604,2012-07-07 00:44:15.096000+00:00,1,1341621855
4239378941,3007295768,2012-07-07 19:31:01.969000+00:00,0,1341689461
4239378941,1807632609,2012-07-07 19:31:01.969000+00:00,0,1341689461
4239378941,3338163812,2012-07-07 19:31:01.969000+00:00,0,1341689461
4239378941,2490299454,2012-07-07 19:31:01.969000+00:00,1,1341689461
4239378941,215333035,2012-07-07 19:31:01.969000+00:00,0,1341689461
4239378941,2896657224,2012-07-07 19:31:01.969000+00:00,0,1341689461
1625052108,3297535757,2012-07-08 00:35:20.476000+00:00,0,1341707720
1625052108,1202537111,2012-07-08 00:35:20.476000+00:00,0,1341707720
1625052108,1559258260,2012-07-08 00:35:20.476000+00:00,1,1341707720
1625052108,1077779810,2012-07-08 00:35:20.476000+00:00,0,1341707720
1625052108,3534207275,2012-07-08 00:35:20.476000+00:00,0,1341707720
1625052108,1050251873,2012-07-08 00:35:20.476000+00:00,0,1341707720
1615717851,255393100,2012-07-08 04:58:02.227000+00:00,0,1341723482
1615717851,3612456671,2012-07-08 04:58:02.227000+00:00,0,1341723482
1615717851,350511551,2012-07-08 04:58:02.227000+00:00,0,1341723482
1615717851,1092569429,2012-07-08 04:58:02.227000+00:00,0,1341723482
1615717851,4047659051,2012-07-08 04:58:02.227000+00:00,0,1341723482
1615717851,625822979,2012-07-08 04:58:02.227000+00:00,1,1341723482
2254327912,3943631332,2012-07-08 08:00:26.176000+00:00,0,1341734426
2254327912,3900421971,2012-07-08 08:00:26.176000+00:00,1,1341734426
2254327912,1927488321,2012-07-08 08:00:26.176000+00:00,0,1341734426
2254327912,3752550750,2012-07-08 08:00:26.176000+00:00,0,1341734426
2254327912,2151031983,2012-07-08 08:00:26.176000+00:00,0,1341734426
2254327912,2548227077,2012-07-08 08:00:26.176000+00:00,0,1341734426
2254327912,3648232990,2012-07-08 08:00:55.292000+00:00,1,1341734455
2254327912,1269960949,2012-07-08 08:01:03.368000+00:00,1,1341734463
2254327912,2392374410,2012-07-08 08:01:08.889000+00:00,1,1341734468
2254327912,1070630186,2012-07-08 08:01:58.652000+00:00,1,1341734518
2254327912,3674503714,2012-07-08 08:02:02.685000+00:00,1,1341734522
2254327912,2705882453,2012-07-08 08:02:39.842000+00:00,1,1341734559
4146086354,280784670,2012-07-08 15:30:51.333000+00:00,1,1341761451
4146086354,715813761,2012-07-08 15:30:51.333000+00:00,0,1341761451
4146086354,318809922,2012-07-08 15:30:51.333000+00:00,0,1341761451
4146086354,2247298290,2012-07-08 15:30:51.333000+00:00,0,1341761451
4146086354,1560792011,2012-07-08 15:30:51.333000+00:00,0,1341761451
4146086354,3260635116,2012-07-08 15:30:51.333000+00:00,0,1341761451
3870800241,2568221006,2012-07-09 11:03:48.417000+00:00,0,1341831828
3870800241,1084484301,2012-07-09 11:03:48.417000+00:00,0,1341831828
3870800241,3548520578,2012-07-09 11:03:48.417000+00:00,1,1341831828
3870800241,4063276487,2012-07-09 11:03:48.417000+00:00,0,1341831828
3870800241,121159616,2012-07-09 11:03:48.417000+00:00,0,1341831828
3870800241,1658576759,2012-07-09 11:03:48.417000+00:00,0,1341831828
3870800241,3069899537,2012-07-09 11:04:02.971000+00:00,1,1341831842
3870800241,2173367744,2012-07-09 11:04:51.182000+00:00,1,1341831891
2849010050,333191230,2012-07-09 20:12:55.091000+00:00,0,1341864775
2849010050,2263765387,2012-07-09 20:12:55.091000+00:00,0,1341864775
2849010050,1701929655,2012-07-09 20:12:55.091000+00:00,0,1341864775
2849010050,3058109340,2012-07-09 20:12:55.091000+00:00,1,1341864775
3155504635,127617646,2012-07-10 16:11:28.094000+00:00,0,1341936688
3155504635,1630609972,2012-07-10 16:11:28.094000+00:00,0,1341936688
3155504635,1660818988,2012-07-10 16:11:28.094000+00:00,0,1341936688
3155504635,2809607334,2012-07-10 16:11:28.094000+00:00,0,1341936688
3155504635,361766238,2012-07-10 16:11:28.094000+00:00,1,1341936688
3155504635,1521958638,2012-07-10 16:11:28.094000+00:00,0,1341936688
2849010050,609266397,2012-07-11 02:14:28.442000+00:00,0,1341972868
2849010050,1701929655,2012-07-11 02:14:28.442000+00:00,0,1341972868
2849010050,2263765387,2012-07-11 02:14:28.442000+00:00,0,1341972868
2849010050,3698337782,2012-07-11 02:14:28.442000+00:00,0,1341972868
2849010050,730694855,2012-07-11 02:14:28.442000+00:00,1,1341972868
2849010050,333191230,2012-07-11 02:14:28.442000+00:00,0,1341972868
2849010050,2846542700,2012-07-11 02:39:02.869000+00:00,1,1341974342
4042546595,2188669255,2012-07-11 04:12:15.961000+00:00,0,1341979935
4042546595,2416695503,2012-07-11 04:12:15.961000+00:00,0,1341979935
4042546595,4145665238,2012-07-11 04:12:15.961000+00:00,1,1341979935
4042546595,940916476,2012-07-11 04:12:15.961000+00:00,0,1341979935
4042546595,2494604370,2012-07-11 04:12:15.961000+00:00,0,1341979935
4042546595,3039652825,2012-07-11 04:12:15.961000+00:00,0,1341979935
4190879012,2078281088,2012-07-12 04:34:03.975000+00:00,0,1342067643
4190879012,2164283591,2012-07-12 04:34:03.975000+00:00,0,1342067643
4190879012,2154137211,2012-07-12 04:34:03.975000+00:00,1,1342067643
4190879012,516999313,2012-07-12 04:34:03.975000+00:00,0,1342067643
4190879012,1134801869,2012-07-12 04:34:03.975000+00:00,0,1342067643
4190879012,3051234166,2012-07-12 04:34:03.975000+00:00,0,1342067643
3835637004,1145218797,2012-07-13 21:38:36.160000+00:00,0,1342215516
2903662804,513224399,2012-07-13 21:56:33.534000+00:00,0,1342216593
2903662804,2971360373,2012-07-13 21:56:33.534000+00:00,0,1342216593
2903662804,3949409640,2012-07-13 21:56:33.534000+00:00,0,1342216593
2903662804,3080365089,2012-07-13 21:56:33.534000+00:00,0,1342216593
2903662804,1207717800,2012-07-13 21:56:33.534000+00:00,1,1342216593
2903662804,1936956555,2012-07-13 21:56:33.534000+00:00,0,1342216593
2940917694,1841768927,2012-07-13 22:22:16.362000+00:00,1,1342218136
2940917694,4275451050,2012-07-13 22:22:16.362000+00:00,0,1342218136
2940917694,2494424409,2012-07-13 22:22:16.362000+00:00,0,1342218136
2940917694,3247990125,2012-07-13 22:22:16.362000+00:00,0,1342218136
2940917694,2547977028,2012-07-13 22:22:16.362000+00:00,0,1342218136
2940917694,2660205855,2012-07-13 22:22:16.362000+00:00,0,1342218136
2940917694,3921048124,2012-07-13 22:23:07.653000+00:00,1,1342218187
699877746,1240958240,2012-07-14 00:36:05.500000+00:00,0,1342226165
699877746,1985321109,2012-07-14 00:36:05.500000+00:00,0,1342226165
699877746,1384663745,2012-07-14 00:36:05.500000+00:00,0,1342226165
699877746,1955207789,2012-07-14 00:36:05.500000+00:00,0,1342226165
699877746,202787484,2012-07-14 00:36:05.500000+00:00,1,1342226165
699877746,1006601672,2012-07-14 00:36:05.500000+00:00,0,1342226165
699877746,1072889885,2012-07-14 00:36:31.620000+00:00,1,1342226191
699877746,2442674090,2012-07-14 00:45:56.950000+00:00,1,1342226756
517357553,3582327628,2012-07-14 12:44:48.039000+00:00,1,1342269888
517357553,1602985981,2012-07-14 12:44:48.039000+00:00,0,1342269888
517357553,1833244071,2012-07-14 12:44:48.039000+00:00,0,1342269888
517357553,4223828363,2012-07-14 12:44:48.039000+00:00,0,1342269888
517357553,3298251587,2012-07-14 12:44:48.039000+00:00,0,1342269888
517357553,3384579584,2012-07-14 12:44:48.039000+00:00,0,1342269888
596044827,3547892636,2012-07-14 18:44:59.492000+00:00,0,1342291499
596044827,347682208,2012-07-14 18:44:59.492000+00:00,1,1342291499
596044827,1631256136,2012-07-14 18:44:59.492000+00:00,0,1342291499
596044827,2600301494,2012-07-14 18:44:59.492000+00:00,0,1342291499
596044827,4102873083,2012-07-14 18:44:59.492000+00:00,0,1342291499
1625052108,643979828,2012-07-14 21:56:16.876000+00:00,0,1342302976
1625052108,562520528,2012-07-14 21:56:16.876000+00:00,0,1342302976
1625052108,1062024228,2012-07-14 21:56:16.876000+00:00,0,1342302976
